Entry	Entry Name	Organism	Organism (ID)	Taxonomic lineage	Taxonomic lineage (Ids)	Length	Reviewed
A0A4R4ZDD0	A0A4R4ZDD0_9ACTN	Nonomuraea terrae	2530383	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	283	unreviewed
A0A4R5FXI3	A0A4R5FXI3_9ACTN	Nonomuraea mesophila	2530382	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Nonomuraea (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2004 (family), 83681 (genus)	295	unreviewed
A0A2P4UDA7	A0A2P4UDA7_9ACTN	Actinomadura rubteroloni	1926885	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinomadura (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 1988 (genus)	293	unreviewed
A0A3D9SP59	A0A3D9SP59_9ACTN	Thermomonospora umbrina	111806	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Thermomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 2019 (genus)	280	unreviewed
A0A3D9SRX0	A0A3D9SRX0_9ACTN	Thermomonospora umbrina	111806	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Thermomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 2019 (genus)	291	unreviewed
A0A3D9SUJ1	A0A3D9SUJ1_9ACTN	Thermomonospora umbrina	111806	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Thermomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 2019 (genus)	290	unreviewed
A0A3D9SVD4	A0A3D9SVD4_9ACTN	Thermomonospora umbrina	111806	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Thermomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 2019 (genus)	299	unreviewed
A0A4V0ZKB9	A0A4V0ZKB9_9ACTN	Streptomonospora litoralis	2498135	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Streptomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 83676 (family), 104204 (genus)	315	unreviewed
A0A2K9LQ63	A0A2K9LQ63_9GAMM	Ketobacter alkanivorans	1917421	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Ketobacteraceae (family), Ketobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 3085096 (family), 2025617 (genus)	265	unreviewed
A0A2P8I084	A0A2P8I084_SACCR	Saccharothrix carnea	1280637	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Saccharothrix (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 2071 (genus)	279	unreviewed
A0A370HZD1	A0A370HZD1_9NOCA	Nocardia pseudobrasiliensis	45979	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	336	unreviewed
A0A3D9SLY3	A0A3D9SLY3_9ACTN	Thermomonospora umbrina	111806	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Thermomonospora (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 2019 (genus)	287	unreviewed
A0A3E0WVG8	A0A3E0WVG8_9GAMM	Alkalilimnicola ehrlichii	351052	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Chromatiales (order), Ectothiorhodospiraceae (family), Alkalilimnicola (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 135613 (order), 72276 (family), 133193 (genus)	311	unreviewed
A0A3T1D9P2	A0A3T1D9P2_9BACL	Cohnella abietis	2507935	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Paenibacillaceae (family), Cohnella (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186822 (family), 329857 (genus)	309	unreviewed
A0A4Q7J964	A0A4Q7J964_9PSEU	Amycolatopsis suaedae	2510978	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	303	unreviewed
A0A4R6P139	A0A4R6P139_NOCIG	Nocardia ignorata	145285	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	272	unreviewed
A0A285L7T1	A0A285L7T1_9NOCA	Nocardia amikacinitolerans	756689	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	332	unreviewed
A0A2T5MD89	A0A2T5MD89_9GAMM	Stenotrophobium rhamnosiphilum	2029166	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Nevskiales (order), Nevskiaceae (family), Stenotrophobium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 1775403 (order), 568386 (family), 2689591 (genus)	347	unreviewed
A0A328ACF0	A0A328ACF0_9CAUL	Phenylobacterium deserti	1914756	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Alphaproteobacteria (class), Caulobacterales (order), Caulobacteraceae (family), Phenylobacterium (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 28211 (class), 204458 (order), 76892 (family), 20 (genus)	327	unreviewed
A0A370I561	A0A370I561_9NOCA	Nocardia pseudobrasiliensis	45979	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	336	unreviewed
A0A3G9J2N1	A0A3G9J2N1_9BACL	Paenibacillus baekrokdamisoli	1712516	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Bacilli (class), Bacillales (order), Paenibacillaceae (family), Paenibacillus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 91061 (class), 1385 (order), 186822 (family), 44249 (genus)	308	unreviewed
A0A3N1D5H5	A0A3N1D5H5_9ACTN	Actinocorallia herbida	58109	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Actinocorallia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85012 (order), 2012 (family), 58108 (genus)	278	unreviewed
A0A4R2GNM0	A0A4R2GNM0_9BACT	Natronoflexus pectinivorans	682526	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Marinilabiliales (order), Marinilabiliaceae (family), Natronoflexus (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783270 (clade), 68336 (clade), 976 (phylum), 200643 (class), 1970189 (order), 558415 (family), 1434024 (genus)	305	unreviewed
A0A286GRC4	A0A286GRC4_9BACT	Spirosoma fluviale	1597977	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Cytophagia (class), Cytophagales (order), Cytophagaceae (family), Spirosoma (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783270 (clade), 68336 (clade), 976 (phylum), 768503 (class), 768507 (order), 89373 (family), 107 (genus)	304	unreviewed
A0A2P2FIU7	A0A2P2FIU7_AMYLU	Amycolatopsis lurida NRRL 2430	1460371	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus), Amycolatopsis lurida (species)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus), 31959 (species)	277	unreviewed
A0A318JYH2	A0A318JYH2_9NOCA	Nocardia tenerifensis	228006	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	335	unreviewed
A0A3E0WQW9	A0A3E0WQW9_9GAMM	Alkalilimnicola ehrlichii	351052	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Chromatiales (order), Ectothiorhodospiraceae (family), Alkalilimnicola (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 135613 (order), 72276 (family), 133193 (genus)	283	unreviewed
A0A4T1ZYH6	A0A4T1ZYH6_9PSED	Pseudomonas leptonychotis	2448482	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Pseudomonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 135621 (family), 286 (genus)	286	unreviewed
A0A2I1PAV8	A0A2I1PAV8_9MICO	Kytococcus schroeteri	138300	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Kytococcaceae (family), Kytococcus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85006 (order), 2805426 (family), 57499 (genus)	289	unreviewed
A0A2T0UB20	A0A2T0UB20_9SPHI	Arcticibacter pallidicorallinus	1259464	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Sphingobacteriia (class), Sphingobacteriales (order), Sphingobacteriaceae (family), Arcticibacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1783270 (clade), 68336 (clade), 976 (phylum), 117747 (class), 200666 (order), 84566 (family), 1288026 (genus)	305	unreviewed
A0A370GT15	A0A370GT15_9NOCA	Nocardia mexicana	279262	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	338	unreviewed
A0A410DYU7	A0A410DYU7_9CLOT	Clostridium manihotivorum	2320868	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Bacillota (phylum), Clostridia (class), Eubacteriales (order), Clostridiaceae (family), Clostridium (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 1239 (phylum), 186801 (class), 186802 (order), 31979 (family), 1485 (genus)	304	unreviewed
A0A285JDK9	A0A285JDK9_9ACTN	Paractinoplanes atraurantiacus	1036182	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Paractinoplanes (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 3240234 (genus)	282	unreviewed
A0A2I1PAZ1	A0A2I1PAZ1_9MICO	Kytococcus schroeteri	138300	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micrococcales (order), Kytococcaceae (family), Kytococcus (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85006 (order), 2805426 (family), 57499 (genus)	287	unreviewed
A0A2K9LJV9	A0A2K9LJV9_9GAMM	Ketobacter alkanivorans	1917421	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Ketobacteraceae (family), Ketobacter (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 3085096 (family), 2025617 (genus)	314	unreviewed
A0A2T5PA95	A0A2T5PA95_9PSED	Pseudomonas mangrovi	2161748	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Pseudomonas (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 72274 (order), 135621 (family), 286 (genus)	286	unreviewed
A0A327ZLV8	A0A327ZLV8_9ACTN	Actinoplanes lutulentus	1287878	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Micromonosporales (order), Micromonosporaceae (family), Actinoplanes (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85008 (order), 28056 (family), 1865 (genus)	264	unreviewed
A0A344L5S5	A0A344L5S5_9PSEU	Amycolatopsis albispora	1804986	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	277	unreviewed
A0A366DS33	A0A366DS33_9NOCA	Nocardia puris	208602	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	330	unreviewed
A0A370I2K4	A0A370I2K4_9NOCA	Nocardia pseudobrasiliensis	45979	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85007 (order), 85025 (family), 1817 (genus)	321	unreviewed
A0A3E0WVY1	A0A3E0WVY1_9GAMM	Alkalilimnicola ehrlichii	351052	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Chromatiales (order), Ectothiorhodospiraceae (family), Alkalilimnicola (genus)	131567 (no rank), 2 (domain), 3379134 (kingdom), 1224 (phylum), 1236 (class), 135613 (order), 72276 (family), 133193 (genus)	305	unreviewed
A0A3R9DT78	A0A3R9DT78_9PSEU	Amycolatopsis eburnea	2267691	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1813 (genus)	310	unreviewed
A0A4Q7KNA4	A0A4Q7KNA4_9PSEU	Herbihabitans rhizosphaerae	1872711	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Herbihabitans (genus)	131567 (no rank), 2 (domain), 1783272 (kingdom), 201174 (phylum), 1760 (class), 85010 (order), 2070 (family), 1884922 (genus)	283	unreviewed
A0A6A6HWJ1	A0A6A6HWJ1_9PLEO	Trematosphaeria pertusa	390896	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Pleosporales (order), Massarineae (suborder), Trematosphaeriaceae (family), Trematosphaeria (genus)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 715962 (clade), 147541 (class), 451868 (subclass), 92860 (order), 1255046 (suborder), 1208339 (family), 100048 (genus)	286	unreviewed
A0A4Z1P3T0	A0A4Z1P3T0_9PEZI	Venturia nashicola	86259	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), dothideomyceta (clade), Dothideomycetes (class), Pleosporomycetidae (subclass), Venturiales (order), Venturiaceae (family), Venturia (genus)	131567 (no rank), 2759 (domain), 33154 (clade), 4751 (kingdom), 451864 (subkingdom), 4890 (phylum), 716545 (clade), 147538 (subphylum), 716546 (clade), 715962 (clade), 147541 (class), 451868 (subclass), 1111111 (order), 5023 (family), 5024 (genus)	271	unreviewed
