accession	tree_id	uniprot_id	protein_name	organism	genus	length	reviewed	source_queries	enzyme_class	reference_label
A0ABN3QL32	tr|A0ABN3QL32|A0ABN3QL32_9ACTN	A0ABN3QL32_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura fulvescens	Actinomadura	286	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN3T5D2	tr|A0ABN3T5D2|A0ABN3T5D2_9ACTN	A0ABN3T5D2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea recticatena	Nonomuraea	269	unreviewed	ec_petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN3U267	tr|A0ABN3U267|A0ABN3U267_9ACTN	A0ABN3U267_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinocorallia aurantiaca	Actinocorallia	289	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN3UAA8	tr|A0ABN3UAA8|A0ABN3UAA8_9ACTN	A0ABN3UAA8_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinocorallia aurantiaca	Actinocorallia	305	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN3VI24	tr|A0ABN3VI24|A0ABN3VI24_9PSEU	A0ABN3VI24_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Saccharopolyspora taberi	Saccharopolyspora	293	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABN3W1M5	tr|A0ABN3W1M5|A0ABN3W1M5_9ACTN	A0ABN3W1M5_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium fragile	Streptosporangium	305	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABN6WHT5	tr|A0ABN6WHT5|A0ABN6WHT5_9GAMM	A0ABN6WHT5_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Marinomonas pontica	Marinomonas	338	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABP4UM75	tr|A0ABP4UM75|A0ABP4UM75_9ACTN	A0ABP4UM75_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Kribbella yunnanensis	Kribbella	274	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABP4V4N0	tr|A0ABP4V4N0|A0ABP4V4N0_9ACTN	A0ABP4V4N0_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Kribbella yunnanensis	Kribbella	277	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABP5DB21	tr|A0ABP5DB21|A0ABP5DB21_9PSEU	A0ABP5DB21_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis minnesotensis	Amycolatopsis	292	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABP5M1Z3	tr|A0ABP5M1Z3|A0ABP5M1Z3_9ACTN	A0ABP5M1Z3_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura napierensis	Actinomadura	305	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6BRL7	tr|A0ABP6BRL7|A0ABP6BRL7_9ACTN	A0ABP6BRL7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura fulvescens	Actinomadura	292	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6BUZ4	tr|A0ABP6BUZ4|A0ABP6BUZ4_9ACTN	A0ABP6BUZ4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura fulvescens	Actinomadura	289	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6CMB2	tr|A0ABP6CMB2|A0ABP6CMB2_9ACTN	A0ABP6CMB2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura fulvescens	Actinomadura	294	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6CPY2	tr|A0ABP6CPY2|A0ABP6CPY2_9ACTN	A0ABP6CPY2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura fulvescens	Actinomadura	313	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6DBE2	tr|A0ABP6DBE2|A0ABP6DBE2_9ACTN	A0ABP6DBE2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura fulvescens	Actinomadura	283	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6K992	tr|A0ABP6K992|A0ABP6K992_9ACTN	A0ABP6K992_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces enissocaesilis	Streptomyces	291	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABP6LA22	tr|A0ABP6LA22|A0ABP6LA22_9ACTN	A0ABP6LA22_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium longisporum	Streptosporangium	314	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6MKG0	tr|A0ABP6MKG0|A0ABP6MKG0_9ACTN	A0ABP6MKG0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planomonospora alba	Planomonospora	299	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6P8F5	tr|A0ABP6P8F5|A0ABP6P8F5_9ACTN	A0ABP6P8F5_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinocorallia glomerata	Actinocorallia	308	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6PWL3	tr|A0ABP6PWL3|A0ABP6PWL3_9ACTN	A0ABP6PWL3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinocorallia longicatena	Actinocorallia	286	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6Q129	tr|A0ABP6Q129|A0ABP6Q129_9ACTN	A0ABP6Q129_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinocorallia longicatena	Actinocorallia	288	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6Q7A0	tr|A0ABP6Q7A0|A0ABP6Q7A0_9ACTN	A0ABP6Q7A0_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinocorallia longicatena	Actinocorallia	278	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6Q9G7	tr|A0ABP6Q9G7|A0ABP6Q9G7_9ACTN	A0ABP6Q9G7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinocorallia longicatena	Actinocorallia	280	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6QD18	tr|A0ABP6QD18|A0ABP6QD18_9ACTN	A0ABP6QD18_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinocorallia longicatena	Actinocorallia	292	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6QLT6	tr|A0ABP6QLT6|A0ABP6QLT6_9ACTN	A0ABP6QLT6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinocorallia longicatena	Actinocorallia	283	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6VHA9	tr|A0ABP6VHA9|A0ABP6VHA9_9ACTN	A0ABP6VHA9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea rosea	Nonomuraea	300	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP6YQH2	tr|A0ABP6YQH2|A0ABP6YQH2_9ACTN	A0ABP6YQH2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea rosea	Nonomuraea	275	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP7G4F1	tr|A0ABP7G4F1|A0ABP7G4F1_9ACTN	A0ABP7G4F1_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Salinactinospora qingdaonensis	Salinactinospora	284	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP7GG15	tr|A0ABP7GG15|A0ABP7GG15_9ACTN	A0ABP7GG15_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Salinactinospora qingdaonensis	Salinactinospora	316	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP7GIM2	tr|A0ABP7GIM2|A0ABP7GIM2_9ACTN	A0ABP7GIM2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Salinactinospora qingdaonensis	Salinactinospora	315	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP7IBD0	tr|A0ABP7IBD0|A0ABP7IBD0_9ACTN	A0ABP7IBD0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Sphaerisporangium flaviroseum	Sphaerisporangium	310	unreviewed	ec_cutinase,ec_petase,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP7JH16	tr|A0ABP7JH16|A0ABP7JH16_9PSEU	A0ABP7JH16_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis tucumanensis	Amycolatopsis	307	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABP7P388	tr|A0ABP7P388|A0ABP7P388_9ACTN	A0ABP7P388_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Gordonia caeni	Gordonia	274	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABP7V404	tr|A0ABP7V404|A0ABP7V404_9ACTN	A0ABP7V404_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura miaoliensis	Actinomadura	340	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP7VCC9	tr|A0ABP7VCC9|A0ABP7VCC9_9ACTN	A0ABP7VCC9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura miaoliensis	Actinomadura	290	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP7YWN7	tr|A0ABP7YWN7|A0ABP7YWN7_9ACTN	A0ABP7YWN7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura keratinilytica	Actinomadura	340	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP8D4A2	tr|A0ABP8D4A2|A0ABP8D4A2_9ACTN	A0ABP8D4A2_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Dactylosporangium darangshiense	Dactylosporangium	334	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABP9GGR8	tr|A0ABP9GGR8|A0ABP9GGR8_9ACTN	A0ABP9GGR8_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptomonospora halophila	Streptomonospora	308	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP9GSJ2	tr|A0ABP9GSJ2|A0ABP9GSJ2_9ACTN	A0ABP9GSJ2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptomonospora halophila	Streptomonospora	278	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABP9ZZD8	tr|A0ABP9ZZD8|A0ABP9ZZD8_9GAMM	A0ABP9ZZD8_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Thalassolituus maritimus	Thalassolituus	267	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ0LFI9	tr|A0ABQ0LFI9|A0ABQ0LFI9_MYCCL	A0ABQ0LFI9_MYCCL	cutinase (EC 3.1.1.74)	Mycena chlorophos (Agaric fungus) (Agaricus chlorophos)	Mycena	293	unreviewed	cutinase	Cutinase	NA
A0ABQ1P236	tr|A0ABQ1P236|A0ABQ1P236_9GAMM	A0ABQ1P236_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Halopseudomonas salina	Halopseudomonas	291	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ1V8J4	tr|A0ABQ1V8J4|A0ABQ1V8J4_9NOCA	A0ABQ1V8J4_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Williamsia phyllosphaerae	Williamsia	331	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ2CGJ6	tr|A0ABQ2CGJ6|A0ABQ2CGJ6_9GAMM	A0ABQ2CGJ6_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Halopseudomonas pertucinogena	Halopseudomonas	279	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ2CPK6	tr|A0ABQ2CPK6|A0ABQ2CPK6_9GAMM	A0ABQ2CPK6_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Halopseudomonas pertucinogena	Halopseudomonas	286	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ2QK59	tr|A0ABQ2QK59|A0ABQ2QK59_9ACTN	A0ABQ2QK59_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium pseudovulgare	Streptosporangium	332	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABQ2W6F4	tr|A0ABQ2W6F4|A0ABQ2W6F4_9ACTN	A0ABQ2W6F4_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces gelaticus	Streptomyces	284	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ3AXI4	tr|A0ABQ3AXI4|A0ABQ3AXI4_9GAMM	A0ABQ3AXI4_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Marinobacter zhanjiangensis	Marinobacter	275	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ3B214	tr|A0ABQ3B214|A0ABQ3B214_9GAMM	A0ABQ3B214_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Cellvibrio zantedeschiae	Cellvibrio	298	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ3IUC3	tr|A0ABQ3IUC3|A0ABQ3IUC3_9PSEU	A0ABQ3IUC3_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis deserti	Amycolatopsis	309	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ3KFS6	tr|A0ABQ3KFS6|A0ABQ3KFS6_9PSEU	A0ABQ3KFS6_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis bullii	Amycolatopsis	308	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ3KU58	tr|A0ABQ3KU58|A0ABQ3KU58_9PSEU	A0ABQ3KU58_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis bullii	Amycolatopsis	285	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ3M249	tr|A0ABQ3M249|A0ABQ3M249_9PSEU	A0ABQ3M249_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis oliviviridis	Amycolatopsis	275	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ3PN33	tr|A0ABQ3PN33|A0ABQ3PN33_9ACTN	A0ABQ3PN33_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces hydrogenans	Streptomyces	292	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ3X1A2	tr|A0ABQ3X1A2|A0ABQ3X1A2_9ACTN	A0ABQ3X1A2_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Actinoplanes couchii	Actinoplanes	302	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ3XT05	tr|A0ABQ3XT05|A0ABQ3XT05_9ACTN	A0ABQ3XT05_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Actinoplanes couchii	Actinoplanes	347	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ3YI37	tr|A0ABQ3YI37|A0ABQ3YI37_9ACTN	A0ABQ3YI37_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Paractinoplanes deccanensis	Paractinoplanes	274	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ4GPX9	tr|A0ABQ4GPX9|A0ABQ4GPX9_9ACTN	A0ABQ4GPX9_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora siamensis	Microbispora	295	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABQ4HI96	tr|A0ABQ4HI96|A0ABQ4HI96_9ACTN	A0ABQ4HI96_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Planomonospora parontospora subsp. parontospora	Planomonospora	299	unreviewed	ec_petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABQ6MIH9	tr|A0ABQ6MIH9|A0ABQ6MIH9_9STRA	A0ABQ6MIH9_9STRA	PET hydrolase/cutinase-like domain-containing protein	Tetraparma gracilis	Tetraparma	343	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ6YHT9	tr|A0ABQ6YHT9|A0ABQ6YHT9_9NOCA	A0ABQ6YHT9_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia caishijiensis	Nocardia	270	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABQ8NHJ6	tr|A0ABQ8NHJ6|A0ABQ8NHJ6_PYRGI	A0ABQ8NHJ6_PYRGI	Cutinase (EC 3.1.1.74)	Pyricularia grisea (Crabgrass-specific blast fungus) (Magnaporthe grisea)	Pyricularia	287	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0ABR0RY44	tr|A0ABR0RY44|A0ABR0RY44_9EURO	A0ABR0RY44_9EURO	Cutinase (EC 3.1.1.74)	Knufia obscura	Knufia	325	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0ABR1R449	tr|A0ABR1R449|A0ABR1R449_9PEZI	A0ABR1R449_9PEZI	cutinase (EC 3.1.1.74)	Apiospora marii	Apiospora	252	unreviewed	cutinase	Cutinase	NA
A0ABR1W775	tr|A0ABR1W775|A0ABR1W775_9PEZI	A0ABR1W775_9PEZI	cutinase (EC 3.1.1.74)	Apiospora phragmitis	Apiospora	250	unreviewed	cutinase	Cutinase	NA
A0ABR3W7G3	tr|A0ABR3W7G3|A0ABR3W7G3_9PEZI	A0ABR3W7G3_9PEZI	Cutinase (EC 3.1.1.74)	Diaporthe australafricana	Diaporthe	340	unreviewed	cutinase,ec_cutinase	Cutinase	NA
A0ABR4ZJ15	tr|A0ABR4ZJ15|A0ABR4ZJ15_9NOCA	A0ABR4ZJ15_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia vulneris	Nocardia	324	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABR7LML6	tr|A0ABR7LML6|A0ABR7LML6_9ACTN	A0ABR7LML6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura alba	Actinomadura	289	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABR8L573	tr|A0ABR8L573|A0ABR8L573_9ACTN	A0ABR8L573_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora bryophytorum subsp. camponoti	Microbispora	281	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABR8LI65	tr|A0ABR8LI65|A0ABR8LI65_9ACTN	A0ABR8LI65_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microbispora bryophytorum subsp. camponoti	Microbispora	306	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABR9HFT4	tr|A0ABR9HFT4|A0ABR9HFT4_9ACTN	A0ABR9HFT4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis terrae	Nocardiopsis	285	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABR9HP34	tr|A0ABR9HP34|A0ABR9HP34_9ACTN	A0ABR9HP34_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis terrae	Nocardiopsis	310	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABR9JL03	tr|A0ABR9JL03|A0ABR9JL03_9ACTN	A0ABR9JL03_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura algeriensis	Actinomadura	288	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABR9JQE4	tr|A0ABR9JQE4|A0ABR9JQE4_9ACTN	A0ABR9JQE4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura algeriensis	Actinomadura	304	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABR9JQE6	tr|A0ABR9JQE6|A0ABR9JQE6_9ACTN	A0ABR9JQE6_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura algeriensis	Actinomadura	301	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABR9JTI2	tr|A0ABR9JTI2|A0ABR9JTI2_9ACTN	A0ABR9JTI2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura algeriensis	Actinomadura	281	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABR9LVG0	tr|A0ABR9LVG0|A0ABR9LVG0_9ACTN	A0ABR9LVG0_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea angiospora	Nonomuraea	275	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABR9P363	tr|A0ABR9P363|A0ABR9P363_9ACTN	A0ABR9P363_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis coralli	Nocardiopsis	291	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABS1WUN4	tr|A0ABS1WUN4|A0ABS1WUN4_9GAMM	A0ABS1WUN4_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Steroidobacter gossypii	Steroidobacter	286	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABS2D9K8	tr|A0ABS2D9K8|A0ABS2D9K8_9SPHN	A0ABS2D9K8_9SPHN	PET hydrolase/cutinase-like domain-containing protein	Sphingomonas longa	Sphingomonas	295	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABS3RDC0	tr|A0ABS3RDC0|A0ABS3RDC0_9ACTN	A0ABS3RDC0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura nitritigenes	Actinomadura	305	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABS3RHW4	tr|A0ABS3RHW4|A0ABS3RHW4_9ACTN	A0ABS3RHW4_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura violacea	Actinomadura	293	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABS3RIL7	tr|A0ABS3RIL7|A0ABS3RIL7_9ACTN	A0ABS3RIL7_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura violacea	Actinomadura	307	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABS3RLG2	tr|A0ABS3RLG2|A0ABS3RLG2_9ACTN	A0ABS3RLG2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Actinomadura violacea	Actinomadura	283	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABS4PT05	tr|A0ABS4PT05|A0ABS4PT05_9PSEU	A0ABS4PT05_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis magusensis	Amycolatopsis	278	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABS4QJ61	tr|A0ABS4QJ61|A0ABS4QJ61_9NOCA	A0ABS4QJ61_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia goodfellowii	Nocardia	336	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABS5AQW8	tr|A0ABS5AQW8|A0ABS5AQW8_9PSEU	A0ABS5AQW8_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Crossiella equi	Crossiella	280	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABS6BE04	tr|A0ABS6BE04|A0ABS6BE04_9NOCA	A0ABS6BE04_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia albiluteola	Nocardia	319	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABS7FP06	tr|A0ABS7FP06|A0ABS7FP06_9ACTN	A0ABS7FP06_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura parmotrematis	Actinomadura	295	unreviewed	actinomadura,ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
